case_id,model,status,service_mode,fallback_used,requested_domain_type,effective_domain_type,domain_adaptation,material,medium_id,temperature_c,pressure_mpa,time_ms,frequency_hz,source_x,source_y,source_z,probe_x,probe_y,probe_z,direction_x,direction_y,direction_z,azimuth_deg,elevation_deg,magnitude,travel_time_ms_pred,max_displacement,max_temperature_perturbation,wave_type,model_version,error_code,error_message,http_status
case_003_basalt,fno,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,120.0,25.0,12.0,75.0,0.12,0.34,0.0,0.68,0.52,0.0,-0.712785,-0.701383,0.0,-135.462,0.0,1.0,1.51909,12888335.0,31016718696448.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_003_basalt,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,120.0,25.0,12.0,75.0,0.12,0.34,0.0,0.68,0.52,0.0,0.96052,0.278211,0.0,16.153,0.0,1.0,0.117644,0.001585117,364.524139,tokenset,oformer-baseline@best_model.pth,,,200
case_004_basalt,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,60.0,5.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.961306,0.275482,0.0,15.991,0.0,0.035173,0.092988,1.4872e-05,0.065607,physics_informed,pinn-baseline@best_model.pth,,,200
case_004_basalt,mgn,ok,fallback,True,rect_2d,rect_2d,none,basalt,basalt,60.0,5.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,3.31909,0.00142,0.92857143,dominant_p,mgn-service-fallback-v1,,,200
case_004_basalt,fno,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,60.0,5.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,-0.712784,-0.701383,0.0,-135.4619,0.0,1.0,1.71909,12888254.0,31016540438528.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_004_basalt,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,60.0,5.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.942523,0.334141,0.0,19.52,0.0,1.0,0.117644,0.001585117,364.524689,tokenset,oformer-baseline@best_model.pth,,,200
case_005_basalt,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,180.0,60.0,12.0,75.0,0.12,0.34,0.0,0.68,0.52,0.0,0.977465,0.211097,0.0,12.187,0.0,0.035111,0.094886,1.375e-05,0.157447,physics_informed,pinn-baseline@best_model.pth,,,200
case_005_basalt,mgn,ok,fallback,True,rect_2d,rect_2d,none,basalt,basalt,180.0,60.0,12.0,75.0,0.12,0.34,0.0,0.68,0.52,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,2.71909,0.00204,1.78571429,dominant_p,mgn-service-fallback-v1,,,200
case_005_basalt,fno,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,180.0,60.0,12.0,75.0,0.12,0.34,0.0,0.68,0.52,0.0,-0.712783,-0.701384,0.0,-135.4618,0.0,1.0,1.51909,12888414.0,31016882274304.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_005_basalt,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,180.0,60.0,12.0,75.0,0.12,0.34,0.0,0.68,0.52,0.0,0.960827,0.277148,0.0,16.09,0.0,1.0,0.117644,0.001585117,371.480377,tokenset,oformer-baseline@best_model.pth,,,200
case_006_basalt,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,180.0,25.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.961306,0.275482,0.0,15.991,0.0,0.035228,0.095151,1.5247e-05,0.196807,physics_informed,pinn-baseline@best_model.pth,,,200
case_006_basalt,mgn,ok,fallback,True,rect_2d,rect_2d,none,basalt,basalt,180.0,25.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,3.31909,0.0019,1.78571429,dominant_p,mgn-service-fallback-v1,,,200
case_006_basalt,fno,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,180.0,25.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,-0.712785,-0.701383,0.0,-135.4619,0.0,1.0,1.71909,12888414.0,31016882274304.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_006_basalt,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,180.0,25.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.943189,0.332257,0.0,19.406,0.0,1.0,0.117644,0.001585117,371.480377,tokenset,oformer-baseline@best_model.pth,,,200
case_007_basalt,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,60.0,25.0,4.0,50.0,0.18,0.42,0.0,0.74,0.6,0.0,0.961306,0.275482,0.0,15.991,0.0,0.03562,0.09284,1.595e-05,0.065607,physics_informed,pinn-baseline@best_model.pth,,,200
case_007_basalt,mgn,ok,fallback,True,rect_2d,rect_2d,none,basalt,basalt,60.0,25.0,4.0,50.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,1.51909,0.0015,0.92857143,dominant_p,mgn-service-fallback-v1,,,200
case_007_basalt,fno,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,60.0,25.0,4.0,50.0,0.18,0.42,0.0,0.74,0.6,0.0,-0.712784,-0.701384,0.0,-135.4619,0.0,1.0,1.11909,12888254.0,31016542535680.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_007_basalt,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,60.0,25.0,4.0,50.0,0.18,0.42,0.0,0.74,0.6,0.0,0.942523,0.334141,0.0,19.52,0.0,1.0,0.117644,0.001585117,364.524689,tokenset,oformer-baseline@best_model.pth,,,200
case_008_basalt,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,180.0,5.0,4.0,75.0,0.24,0.58,0.0,0.58,0.66,0.0,0.999283,0.037856,0.0,2.17,0.0,0.036943,0.056591,2.5104e-05,0.291934,physics_informed,pinn-baseline@best_model.pth,,,200
case_008_basalt,mgn,ok,fallback,True,rect_2d,rect_2d,none,basalt,basalt,180.0,5.0,4.0,75.0,0.24,0.58,0.0,0.58,0.66,0.0,0.973417,0.229039,0.0,13.2405,0.0,1.0,1.145758,0.00182,1.78571429,dominant_p,mgn-service-fallback-v1,,,200
case_008_basalt,fno,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,180.0,5.0,4.0,75.0,0.24,0.58,0.0,0.58,0.66,0.0,-0.712783,-0.701384,0.0,-135.4618,0.0,1.0,0.745758,12888414.0,31016884371456.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_008_basalt,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,180.0,5.0,4.0,75.0,0.24,0.58,0.0,0.58,0.66,0.0,0.994373,0.105936,0.0,6.081,0.0,1.0,0.069857,0.001585117,371.480377,tokenset,oformer-baseline@best_model.pth,,,200
case_009_basalt,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,20.0,60.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,0.977465,0.211097,0.0,12.187,0.0,0.035077,0.091837,1.2825e-05,0.0175,physics_informed,pinn-baseline@best_model.pth,,,200
case_009_basalt,mgn,ok,fallback,True,rect_2d,rect_2d,none,basalt,basalt,20.0,60.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,2.11909,0.00150667,0.64285714,dominant_p,mgn-service-fallback-v1,,,200
case_009_basalt,fno,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,20.0,60.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,-0.712784,-0.701384,0.0,-135.4619,0.0,1.0,1.31909,12888207.0,31016433483776.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_009_basalt,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,20.0,60.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,0.960038,0.27987,0.0,16.252,0.0,1.0,0.117644,0.001585117,364.524811,tokenset,oformer-baseline@best_model.pth,,,200
case_010_basalt,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,120.0,60.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.961306,0.275482,0.0,15.991,0.0,0.03524,0.093719,1.5328e-05,0.131207,physics_informed,pinn-baseline@best_model.pth,,,200
case_010_basalt,mgn,ok,fallback,True,rect_2d,rect_2d,none,basalt,basalt,120.0,60.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,3.31909,0.00184,1.35714286,dominant_p,mgn-service-fallback-v1,,,200
case_010_basalt,fno,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,120.0,60.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,-0.712784,-0.701383,0.0,-135.4619,0.0,1.0,1.71909,12888339.0,31016720793600.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_010_basalt,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,120.0,60.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.942848,0.333223,0.0,19.465,0.0,1.0,0.117644,0.001585117,364.524139,tokenset,oformer-baseline@best_model.pth,,,200
case_011_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,120.0,60.0,12.0,25.0,0.24,0.58,0.0,0.58,0.66,0.0,0.999335,0.036456,0.0,2.089,0.0,0.02701,0.05986,2.1043e-05,0.365477,physics_informed,pinn-baseline@best_model.pth,,,200
case_011_granite,mgn,ok,fallback,True,rect_2d,rect_2d,none,granite,granite,120.0,60.0,12.0,25.0,0.24,0.58,0.0,0.58,0.66,0.0,0.973417,0.229039,0.0,13.2405,0.0,1.0,2.387034,0.00184,1.35714286,dominant_p,mgn-service-fallback-v1,,,200
case_011_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,120.0,60.0,12.0,25.0,0.24,0.58,0.0,0.58,0.66,0.0,-0.712783,-0.701384,0.0,-135.4618,0.0,1.0,1.187034,12888339.0,31016720793600.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_011_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,120.0,60.0,12.0,25.0,0.24,0.58,0.0,0.58,0.66,0.0,0.992146,0.125083,0.0,7.186,0.0,1.0,0.074713,0.00138498,280.043121,tokenset,oformer-baseline@best_model.pth,,,200
case_012_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,20.0,60.0,12.0,50.0,0.31,0.47,0.0,0.8,0.48,0.0,0.985525,0.16953,0.0,9.76,0.0,0.025645,0.082306,1.4598e-05,0.040615,physics_informed,pinn-baseline@best_model.pth,,,200
case_012_granite,mgn,ok,fallback,True,rect_2d,rect_2d,none,granite,granite,20.0,60.0,12.0,50.0,0.31,0.47,0.0,0.8,0.48,0.0,0.999792,0.020404,0.0,1.1691,0.0,1.0,2.623701,0.00150667,0.64285714,dominant_p,mgn-service-fallback-v1,,,200
case_012_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,20.0,60.0,12.0,50.0,0.31,0.47,0.0,0.8,0.48,0.0,-0.712785,-0.701382,0.0,-135.462,0.0,1.0,1.423701,12888211.0,31016433483776.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_012_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,20.0,60.0,12.0,50.0,0.31,0.47,0.0,0.8,0.48,0.0,0.981922,0.189284,0.0,10.911,0.0,1.0,0.104835,0.001384981,280.043121,tokenset,oformer-baseline@best_model.pth,,,200
case_013_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.96388,0.266338,0.0,15.446,0.0,0.025465,0.099583,1.4276e-05,0.125641,physics_informed,pinn-baseline@best_model.pth,,,200
case_013_granite,mgn,ok,fallback,True,rect_2d,rect_2d,none,granite,granite,60.0,60.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,3.388601,0.00164,0.92857143,dominant_p,mgn-service-fallback-v1,,,200
case_013_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,-0.712784,-0.701384,0.0,-135.4619,0.0,1.0,1.788601,12888254.0,31016546729984.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_013_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.938033,0.346545,0.0,20.276,0.0,1.0,0.125822,0.00138498,280.043182,tokenset,oformer-baseline@best_model.pth,,,200
case_014_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,120.0,60.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.963879,0.266342,0.0,15.447,0.0,0.026043,0.100807,1.6104e-05,0.251275,physics_informed,pinn-baseline@best_model.pth,,,200
case_014_granite,mgn,ok,fallback,True,rect_2d,rect_2d,none,granite,granite,120.0,60.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,2.188601,0.00184,1.35714286,dominant_p,mgn-service-fallback-v1,,,200
case_014_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,120.0,60.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,-0.712785,-0.701382,0.0,-135.462,0.0,1.0,1.388601,12888344.0,31016720793600.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_014_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,120.0,60.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.938322,0.345762,0.0,20.228,0.0,1.0,0.125822,0.00138498,280.043121,tokenset,oformer-baseline@best_model.pth,,,200
case_015_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,0.979001,0.203857,0.0,11.763,0.0,0.025206,0.099583,1.2157e-05,0.100514,physics_informed,pinn-baseline@best_model.pth,,,200
case_015_granite,mgn,ok,fallback,True,rect_2d,rect_2d,none,granite,granite,60.0,60.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,2.188601,0.00164,0.92857143,dominant_p,mgn-service-fallback-v1,,,200
case_015_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,-0.712785,-0.701383,0.0,-135.4619,0.0,1.0,1.388601,12888254.0,31016546729984.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_015_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,0.956112,0.293002,0.0,17.038,0.0,1.0,0.125822,0.00138498,280.043182,tokenset,oformer-baseline@best_model.pth,,,200
case_016_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,25.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.963879,0.266342,0.0,15.447,0.0,0.025969,0.099861,1.5757e-05,0.125641,physics_informed,pinn-baseline@best_model.pth,,,200
case_016_granite,mgn,ok,fallback,True,rect_2d,rect_2d,none,granite,granite,60.0,25.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,2.188601,0.0015,0.92857143,dominant_p,mgn-service-fallback-v1,,,200
case_016_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,25.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,-0.712784,-0.701383,0.0,-135.4619,0.0,1.0,1.388601,12888254.0,31016542535680.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_016_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,25.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.938033,0.346545,0.0,20.276,0.0,1.0,0.125822,0.00138498,280.043182,tokenset,oformer-baseline@best_model.pth,,,200
case_017_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,260.0,5.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.963879,0.266342,0.0,15.447,0.0,0.026032,0.104241,1.6051e-05,0.544421,physics_informed,pinn-baseline@best_model.pth,,,200
case_017_granite,mgn,ok,fallback,True,rect_2d,rect_2d,none,granite,granite,260.0,5.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,2.188601,0.00208667,2.35714286,dominant_p,mgn-service-fallback-v1,,,200
case_017_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,260.0,5.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,-0.712784,-0.701384,0.0,-135.4619,0.0,1.0,1.388601,12888503.0,31017112961024.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_017_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,260.0,5.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.939072,0.343722,0.0,20.104,0.0,1.0,0.125822,0.00138498,294.617828,tokenset,oformer-baseline@best_model.pth,,,200
case_018_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,20.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.999335,0.03645,0.0,2.089,0.0,0.026965,0.058916,2.1298e-05,0.060918,physics_informed,pinn-baseline@best_model.pth,,,200
case_018_granite,mgn,ok,fallback,True,rect_2d,rect_2d,none,granite,granite,20.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.973417,0.229039,0.0,13.2405,0.0,1.0,2.987034,0.00128667,0.64285714,dominant_p,mgn-service-fallback-v1,,,200
case_018_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,20.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,-0.712784,-0.701383,0.0,-135.4619,0.0,1.0,1.387034,12888214.0,31016433483776.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_018_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,20.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.991911,0.126937,0.0,7.293,0.0,1.0,0.074713,0.001384981,280.043121,tokenset,oformer-baseline@best_model.pth,,,200
case_019_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,8.0,25.0,0.31,0.47,0.0,0.8,0.48,0.0,0.985525,0.169533,0.0,9.761,0.0,0.025597,0.082972,1.3982e-05,0.121831,physics_informed,pinn-baseline@best_model.pth,,,200
case_019_granite,mgn,ok,fallback,True,rect_2d,rect_2d,none,granite,granite,60.0,60.0,8.0,25.0,0.31,0.47,0.0,0.8,0.48,0.0,0.999792,0.020404,0.0,1.1691,0.0,1.0,2.023701,0.00164,0.92857143,dominant_p,mgn-service-fallback-v1,,,200
case_019_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,8.0,25.0,0.31,0.47,0.0,0.8,0.48,0.0,-0.712784,-0.701384,0.0,-135.4619,0.0,1.0,1.223701,12888254.0,31016546729984.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_019_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,8.0,25.0,0.31,0.47,0.0,0.8,0.48,0.0,0.982049,0.188624,0.0,10.872,0.0,1.0,0.104835,0.00138498,280.043182,tokenset,oformer-baseline@best_model.pth,,,200
case_020_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,320.0,5.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.979,0.203858,0.0,11.763,0.0,0.025163,0.105578,1.1709e-05,0.536045,physics_informed,pinn-baseline@best_model.pth,,,200
case_020_granite,mgn,ok,fallback,True,rect_2d,rect_2d,none,granite,granite,320.0,5.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,1.588601,0.00228667,2.78571429,dominant_p,mgn-service-fallback-v1,,,200
case_020_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,320.0,5.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,-0.712786,-0.701382,0.0,-135.462,0.0,1.0,1.188601,12888556.0,31017280733184.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_020_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,320.0,5.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.957384,0.288818,0.0,16.787,0.0,1.0,0.125822,0.00138498,301.400299,tokenset,oformer-baseline@best_model.pth,,,200
case_021_limestone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,120.0,25.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.975927,0.218095,0.0,12.597,0.0,0.044683,0.103703,1.6806e-05,0.112107,physics_informed,pinn-baseline@best_model.pth,,,200
case_021_limestone,mgn,ok,fallback,True,rect_2d,rect_2d,none,limestone,limestone,120.0,25.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,1.614168,0.0017,1.35714286,dominant_p,mgn-service-fallback-v1,,,200
case_021_limestone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,120.0,25.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,-0.712785,-0.701382,0.0,-135.462,0.0,1.0,1.214168,12888325.0,31016714502144.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_021_limestone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,120.0,25.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.959587,0.281413,0.0,16.345,0.0,1.0,0.132184,0.002010752,698.132812,tokenset,oformer-baseline@best_model.pth,,,200
case_022_limestone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,60.0,25.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.958761,0.284213,0.0,16.512,0.0,0.044818,0.102444,2.0634e-05,0.070068,physics_informed,pinn-baseline@best_model.pth,,,200
case_022_limestone,mgn,ok,fallback,True,rect_2d,rect_2d,none,limestone,limestone,60.0,25.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,3.414168,0.0015,0.92857143,dominant_p,mgn-service-fallback-v1,,,200
case_022_limestone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,60.0,25.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,-0.712785,-0.701383,0.0,-135.4619,0.0,1.0,1.814168,12888254.0,31016542535680.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_022_limestone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,60.0,25.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.942239,0.334942,0.0,19.569,0.0,1.0,0.132184,0.002010418,698.134644,tokenset,oformer-baseline@best_model.pth,,,200
