case_id,model,status,service_mode,fallback_used,requested_domain_type,effective_domain_type,domain_adaptation,material,medium_id,temperature_c,pressure_mpa,time_ms,frequency_hz,source_x,source_y,source_z,probe_x,probe_y,probe_z,direction_x,direction_y,direction_z,azimuth_deg,elevation_deg,magnitude,travel_time_ms_pred,max_displacement,max_temperature_perturbation,wave_type,model_version,error_code,error_message,http_status
case_003_sandstone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,180.0,5.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.804564,0.593866,0.0,36.4318,0.0,71744.780056,1.753351,66372.4921875,119227.015625,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_003_sandstone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,180.0,5.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.941757,0.336295,0.0,19.651,0.0,1.0,0.125553,0.001344412,733.475708,tokenset,oformer-baseline@best_model.pth,,,200
case_004_limestone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,60.0,25.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.958761,0.284213,0.0,16.512,0.0,0.044818,0.102444,2.0634e-05,0.070068,physics_informed,pinn-baseline@best_model.pth,,,200
case_004_limestone,mgn,ok,rollout,False,rect_2d,rect_2d,none,limestone,limestone,60.0,25.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,3.414168,0.0020457988139241934,3.21051025390625,dominant_p,real-meshgraphnet-v1,,,200
case_004_limestone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,60.0,25.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.804564,0.593866,0.0,36.4318,0.0,71744.780056,1.814168,66372.4921875,119227.015625,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_004_limestone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,60.0,25.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.942239,0.334942,0.0,19.569,0.0,1.0,0.132184,0.002010417,698.134521,tokenset,oformer-baseline@best_model.pth,,,200
case_005_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,120.0,60.0,12.0,25.0,0.24,0.58,0.0,0.58,0.66,0.0,0.999335,0.036456,0.0,2.089,0.0,0.02701,0.05986,2.1043e-05,0.365477,physics_informed,pinn-baseline@best_model.pth,,,200
case_005_granite,mgn,ok,rollout,False,rect_2d,rect_2d,none,granite,granite,120.0,60.0,12.0,25.0,0.24,0.58,0.0,0.58,0.66,0.0,0.973417,0.229039,0.0,13.2405,0.0,1.0,2.387034,0.0020457988139241934,3.21051025390625,dominant_p,real-meshgraphnet-v1,,,200
case_005_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,120.0,60.0,12.0,25.0,0.24,0.58,0.0,0.58,0.66,0.0,0.804563,0.593867,0.0,36.4319,0.0,71744.780056,1.187034,66372.4921875,119227.015625,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_005_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,120.0,60.0,12.0,25.0,0.24,0.58,0.0,0.58,0.66,0.0,0.992146,0.125083,0.0,7.186,0.0,1.0,0.074713,0.00138498,280.043121,tokenset,oformer-baseline@best_model.pth,,,200
case_006_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,20.0,60.0,12.0,50.0,0.31,0.47,0.0,0.8,0.48,0.0,0.985525,0.16953,0.0,9.76,0.0,0.025645,0.082306,1.4598e-05,0.040615,physics_informed,pinn-baseline@best_model.pth,,,200
case_006_granite,mgn,ok,rollout,False,rect_2d,rect_2d,none,granite,granite,20.0,60.0,12.0,50.0,0.31,0.47,0.0,0.8,0.48,0.0,0.999792,0.020404,0.0,1.1691,0.0,1.0,2.623701,0.0020457988139241934,3.21051025390625,dominant_p,real-meshgraphnet-v1,,,200
case_006_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,20.0,60.0,12.0,50.0,0.31,0.47,0.0,0.8,0.48,0.0,0.804599,0.593819,0.0,36.4285,0.0,71747.043162,1.423701,66374.9609375,119227.328125,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_006_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,20.0,60.0,12.0,50.0,0.31,0.47,0.0,0.8,0.48,0.0,0.981922,0.189284,0.0,10.911,0.0,1.0,0.104835,0.001384981,280.043243,tokenset,oformer-baseline@best_model.pth,,,200
case_007_basalt,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,20.0,60.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.977465,0.211097,0.0,12.187,0.0,0.035079,0.091837,1.2203e-05,0.0175,physics_informed,pinn-baseline@best_model.pth,,,200
case_007_basalt,mgn,ok,rollout,False,rect_2d,rect_2d,none,basalt,basalt,20.0,60.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,1.51909,0.0020457988139241934,3.21051025390625,dominant_p,real-meshgraphnet-v1,,,200
case_007_basalt,fno,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,20.0,60.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.804592,0.593828,0.0,36.4291,0.0,71747.043162,1.11909,66374.9609375,119227.328125,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_007_basalt,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,20.0,60.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.960038,0.27987,0.0,16.252,0.0,1.0,0.117644,0.001585118,364.524811,tokenset,oformer-baseline@best_model.pth,,,200
case_008_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.96388,0.266338,0.0,15.446,0.0,0.025465,0.099583,1.4276e-05,0.125641,physics_informed,pinn-baseline@best_model.pth,,,200
case_008_granite,mgn,ok,rollout,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,3.388601,0.0020457988139241934,3.21051025390625,dominant_p,real-meshgraphnet-v1,,,200
case_008_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.804564,0.593866,0.0,36.4318,0.0,71744.780056,1.788601,66372.4921875,119227.015625,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_008_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.938033,0.346545,0.0,20.276,0.0,1.0,0.125822,0.001384981,280.043182,tokenset,oformer-baseline@best_model.pth,,,200
case_009_basalt,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,120.0,25.0,12.0,75.0,0.12,0.34,0.0,0.68,0.52,0.0,0.977465,0.211097,0.0,12.187,0.0,0.035068,0.093981,1.3447e-05,0.104967,physics_informed,pinn-baseline@best_model.pth,,,200
case_009_basalt,mgn,ok,rollout,False,rect_2d,rect_2d,none,basalt,basalt,120.0,25.0,12.0,75.0,0.12,0.34,0.0,0.68,0.52,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,2.71909,0.0020457988139241934,3.21051025390625,dominant_p,real-meshgraphnet-v1,,,200
case_009_basalt,fno,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,120.0,25.0,12.0,75.0,0.12,0.34,0.0,0.68,0.52,0.0,0.804566,0.593863,0.0,36.4316,0.0,71744.780056,1.51909,66372.4921875,119227.015625,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_009_basalt,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,120.0,25.0,12.0,75.0,0.12,0.34,0.0,0.68,0.52,0.0,0.96052,0.278211,0.0,16.153,0.0,1.0,0.117644,0.001585117,364.524261,tokenset,oformer-baseline@best_model.pth,,,200
case_010_sandstone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,60.0,5.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,0.974312,0.225202,0.0,13.015,0.0,0.03994,0.096454,1.2096e-05,0.052315,physics_informed,pinn-baseline@best_model.pth,,,200
case_010_sandstone,mgn,ok,rollout,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,60.0,5.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,2.153351,0.0020457988139241934,3.21051025390625,dominant_p,real-meshgraphnet-v1,,,200
case_010_sandstone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,60.0,5.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,0.804566,0.593863,0.0,36.4316,0.0,71744.780056,1.353351,66372.4921875,119227.015625,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_010_sandstone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,60.0,5.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,0.961421,0.275082,0.0,15.967,0.0,1.0,0.125553,0.001344409,733.471558,tokenset,oformer-baseline@best_model.pth,,,200
case_011_basalt,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,60.0,5.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.961306,0.275482,0.0,15.991,0.0,0.035173,0.092988,1.4871e-05,0.065607,physics_informed,pinn-baseline@best_model.pth,,,200
case_011_basalt,mgn,ok,rollout,False,rect_2d,rect_2d,none,basalt,basalt,60.0,5.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,3.31909,0.0020457988139241934,3.21051025390625,dominant_p,real-meshgraphnet-v1,,,200
case_011_basalt,fno,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,60.0,5.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.804564,0.593866,0.0,36.4318,0.0,71744.780056,1.71909,66372.4921875,119227.015625,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_011_basalt,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,60.0,5.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.942523,0.334141,0.0,19.52,0.0,1.0,0.117644,0.001585117,364.524567,tokenset,oformer-baseline@best_model.pth,,,200
case_012_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,120.0,60.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.963879,0.266342,0.0,15.447,0.0,0.026043,0.100807,1.6104e-05,0.251275,physics_informed,pinn-baseline@best_model.pth,,,200
case_012_granite,mgn,ok,rollout,False,rect_2d,rect_2d,none,granite,granite,120.0,60.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,2.188601,0.0020457988139241934,3.21051025390625,dominant_p,real-meshgraphnet-v1,,,200
case_012_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,120.0,60.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.804564,0.593866,0.0,36.4318,0.0,71744.780056,1.388601,66372.4921875,119227.015625,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_012_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,120.0,60.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.938322,0.345762,0.0,20.228,0.0,1.0,0.125822,0.00138498,280.043121,tokenset,oformer-baseline@best_model.pth,,,200
case_013_limestone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,60.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.999223,0.039416,0.0,2.259,0.0,0.046183,0.060929,3.2749e-05,0.106352,physics_informed,pinn-baseline@best_model.pth,,,200
case_013_limestone,mgn,ok,rollout,False,rect_2d,rect_2d,none,limestone,limestone,60.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.973417,0.229039,0.0,13.2405,0.0,1.0,3.002215,0.0020457988139241934,3.21051025390625,dominant_p,real-meshgraphnet-v1,,,200
case_013_limestone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,60.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.804563,0.593867,0.0,36.4319,0.0,71744.780056,1.402215,66372.4921875,119227.015625,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_013_limestone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,60.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.993136,0.116961,0.0,6.717,0.0,1.0,0.078491,0.002010417,698.134521,tokenset,oformer-baseline@best_model.pth,,,200
case_014_limestone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,20.0,60.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.958761,0.284213,0.0,16.512,0.0,0.044834,0.101338,2.0771e-05,0.023359,physics_informed,pinn-baseline@best_model.pth,,,200
case_014_limestone,mgn,ok,rollout,False,rect_2d,rect_2d,none,limestone,limestone,20.0,60.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,3.414168,0.0020457988139241934,3.21051025390625,dominant_p,real-meshgraphnet-v1,,,200
case_014_limestone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,20.0,60.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.804591,0.59383,0.0,36.4293,0.0,71747.043162,1.814168,66374.9609375,119227.328125,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_014_limestone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,20.0,60.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.942152,0.335187,0.0,19.584,0.0,1.0,0.132184,0.002010416,698.135254,tokenset,oformer-baseline@best_model.pth,,,200
case_015_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,0.979001,0.203857,0.0,11.763,0.0,0.025206,0.099583,1.2157e-05,0.100514,physics_informed,pinn-baseline@best_model.pth,,,200
case_015_granite,mgn,ok,rollout,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,2.188601,0.0020457988139241934,3.21051025390625,dominant_p,real-meshgraphnet-v1,,,200
case_015_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,0.804566,0.593863,0.0,36.4316,0.0,71744.780056,1.388601,66372.4921875,119227.015625,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_015_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,0.956112,0.293002,0.0,17.038,0.0,1.0,0.125822,0.001384981,280.043182,tokenset,oformer-baseline@best_model.pth,,,200
case_016_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,25.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.963879,0.266342,0.0,15.447,0.0,0.025969,0.099861,1.5757e-05,0.125641,physics_informed,pinn-baseline@best_model.pth,,,200
case_016_granite,mgn,ok,rollout,False,rect_2d,rect_2d,none,granite,granite,60.0,25.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,2.188601,0.0020457988139241934,3.21051025390625,dominant_p,real-meshgraphnet-v1,,,200
case_016_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,25.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.804564,0.593866,0.0,36.4318,0.0,71744.780056,1.388601,66372.4921875,119227.015625,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_016_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,25.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.938033,0.346545,0.0,20.276,0.0,1.0,0.125822,0.001384981,280.043182,tokenset,oformer-baseline@best_model.pth,,,200
case_017_basalt,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,180.0,60.0,12.0,75.0,0.12,0.34,0.0,0.68,0.52,0.0,0.977465,0.211097,0.0,12.187,0.0,0.035111,0.094886,1.375e-05,0.157447,physics_informed,pinn-baseline@best_model.pth,,,200
case_017_basalt,mgn,ok,rollout,False,rect_2d,rect_2d,none,basalt,basalt,180.0,60.0,12.0,75.0,0.12,0.34,0.0,0.68,0.52,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,2.71909,0.0020457988139241934,3.21051025390625,dominant_p,real-meshgraphnet-v1,,,200
case_017_basalt,fno,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,180.0,60.0,12.0,75.0,0.12,0.34,0.0,0.68,0.52,0.0,0.804566,0.593863,0.0,36.4316,0.0,71744.780056,1.51909,66372.4921875,119227.015625,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_017_basalt,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,180.0,60.0,12.0,75.0,0.12,0.34,0.0,0.68,0.52,0.0,0.960827,0.277148,0.0,16.09,0.0,1.0,0.117644,0.001585116,371.480377,tokenset,oformer-baseline@best_model.pth,,,200
case_018_basalt,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,180.0,25.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.961306,0.275482,0.0,15.991,0.0,0.035228,0.095151,1.5247e-05,0.196807,physics_informed,pinn-baseline@best_model.pth,,,200
case_018_basalt,mgn,ok,rollout,False,rect_2d,rect_2d,none,basalt,basalt,180.0,25.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,3.31909,0.0020457988139241934,3.21051025390625,dominant_p,real-meshgraphnet-v1,,,200
case_018_basalt,fno,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,180.0,25.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.804564,0.593866,0.0,36.4318,0.0,71744.780056,1.71909,66372.4921875,119227.015625,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_018_basalt,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,basalt,basalt,180.0,25.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.943189,0.332257,0.0,19.406,0.0,1.0,0.117644,0.001585116,371.480377,tokenset,oformer-baseline@best_model.pth,,,200
case_019_sandstone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,320.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.999176,0.040582,0.0,2.326,0.0,0.041564,0.060457,2.4999e-05,0.5461,physics_informed,pinn-baseline@best_model.pth,,,200
case_019_sandstone,mgn,ok,rollout,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,320.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.973417,0.229039,0.0,13.2405,0.0,1.0,2.966102,0.0020457988139241934,3.21051025390625,dominant_p,real-meshgraphnet-v1,,,200
case_019_sandstone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,320.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.804563,0.593867,0.0,36.4319,0.0,71744.780056,1.366102,66372.4921875,119228.8359375,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_019_sandstone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,320.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.999534,0.03052,0.0,1.749,0.0,1.0,0.074554,0.001344412,734.43396,tokenset,oformer-baseline@best_model.pth,,,200
case_020_sandstone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,120.0,5.0,4.0,75.0,0.24,0.58,0.0,0.58,0.66,0.0,0.999176,0.040583,0.0,2.326,0.0,0.04154,0.057979,2.5186e-05,0.204792,physics_informed,pinn-baseline@best_model.pth,,,200
case_020_sandstone,mgn,ok,rollout,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,120.0,5.0,4.0,75.0,0.24,0.58,0.0,0.58,0.66,0.0,0.973417,0.229039,0.0,13.2405,0.0,1.0,1.166102,0.0020457988139241934,3.21051025390625,dominant_p,real-meshgraphnet-v1,,,200
case_020_sandstone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,120.0,5.0,4.0,75.0,0.24,0.58,0.0,0.58,0.66,0.0,0.804563,0.593867,0.0,36.4319,0.0,71744.780056,0.766102,66372.4921875,119227.015625,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_020_sandstone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,120.0,5.0,4.0,75.0,0.24,0.58,0.0,0.58,0.66,0.0,0.998379,0.056915,0.0,3.263,0.0,1.0,0.074554,0.00134441,733.473877,tokenset,oformer-baseline@best_model.pth,,,200
case_021_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,260.0,5.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.963879,0.266342,0.0,15.447,0.0,0.026032,0.104241,1.6051e-05,0.544421,physics_informed,pinn-baseline@best_model.pth,,,200
case_021_granite,mgn,ok,rollout,False,rect_2d,rect_2d,none,granite,granite,260.0,5.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,2.188601,0.0020457988139241934,3.21051025390625,dominant_p,real-meshgraphnet-v1,,,200
case_021_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,260.0,5.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.804564,0.593866,0.0,36.4318,0.0,71744.780056,1.388601,66372.4921875,119227.015625,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
case_021_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,260.0,5.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.939072,0.343722,0.0,20.104,0.0,1.0,0.125822,0.00138498,294.617828,tokenset,oformer-baseline@best_model.pth,,,200
case_022_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,20.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.999335,0.03645,0.0,2.089,0.0,0.026965,0.058916,2.1298e-05,0.060918,physics_informed,pinn-baseline@best_model.pth,,,200
case_022_granite,mgn,ok,rollout,False,rect_2d,rect_2d,none,granite,granite,20.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.973417,0.229039,0.0,13.2405,0.0,1.0,2.987034,0.0020457988139241934,3.21051025390625,dominant_p,real-meshgraphnet-v1,,,200
case_022_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,20.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.80459,0.593831,0.0,36.4293,0.0,71747.043162,1.387034,66374.9609375,119227.328125,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200
